0: 540,466
1: 35,485
2: 587,561,589,617,715,39,189,322,545,477,441
3: 9,335
4: 206,312,233,704,413,101
5: 376,73,728,742,585,113,424
6: 651,107,661,365,425,328,91,188,336,490
7: 460,635,577,710,329,531
8: 760,315,653,276,587,161,97,656,94,522,380
9: 17,3,335,139,367,231
11: 483,130,689,652,594,546,701,244,291,260
12: 295,281,630,498,122,464,13,699,432,339,563,210,274
13: 464,220,699,232,339,300,454,295,12,281,630,498
14: 726,252,264,530,352,151,350,720,355,278,253,310
15: 557,481,327,124,416,570,548,171
16: 422,235,399,765,489,204,41,495,19,393,288
17: 9,335,367,90,419,344
18: 520,27,436,672,58,267,260
19: 492,453,660,666,248,422,681,399,16,765,387,288
20: 29,337,582
21: 610,103
22: 189,322
23: 732,277,47,128
24: 76,551,410,556,56,386
25: 161,125,97,618,80,338,64,523,191
26: 604,733,121,642,228,143,80,611,623,338,120,618,580,191
27: 520,136,18,267,260,331,468
28: 123,368,588,637,381,549,271,398,103,198
29: 20,490,659,539
30: 492,564,681,36
31: 205,464,432,579,330,623,684,685,149,306,527,604,733,121,702,353,475,647,244
32: 134,110,57,531,247,577,159,329,690,351,221,616,399
33: 382,631,402,284,155,723,157
34: 329,373,567,243,350,531,278
35: 446,1,245,345
36: 61,123,368,51,492,30,311,564,248,681,205
37: 448,495,216,56,440,428,505,472
38: 42,664,361,53,405,131
39: 194,333,322,615,505,370,2,715,705
40: 604,627,657,228,541,130,450,145,87,79
41: 204,495,162,224,668,764,358,235,16,469,523,125
42: 361,53,383,38,112
43: 677
44: 492,674,308,164
45: 
46: 241,456,96,507,626,550,116,137
47: 415,255,88,277,227,172,23,732
48: 205,711,220,737,310,134,720,530,564,669,221,434,510
49: 187,90,612,476,239
50: 625,378,437,735,433,252,264,300,271,398,103,536,180
51: 123,36,368,205,330,590,527,702
52: 69,762,373
53: 361,184,42,397,571,632,116,296,38,757
54: 489,70,211,495,482,366,127,393,705,387
55: 103,507,610,600,496,583,257,269
56: 37,162,216,386,615,505,24,76
57: 32,531,247,577
58: 324,374,436,391,622,763,672,18
59: 132,429,396,290,542,652,546,755,444,578,584,526
60: 318,530,423,300,272,124,557,619,454,171,220,498
61: 123,608,36,368,497,588,397,637,311,511,184
62: 316,164,311,511,184
63: 
64: 682,288,315,523,764,587,469,25,125
65: 382,743,325,168
66: 262,307,405,96,509,78,756
67: 190
68: 446,268,484
69: 752,253,438,52,762,494,403,461
70: 489,472,211,54,491,547,673,409,482
71: 576,679,219,120,106,541,193,306,238,675,543,90
72: 499,739,609
73: 688,5,459,506
74: 585,87,462,519,651,578,228,320,458,146,591,336
75: 628,229,600,303,128,186,269,394
76: 24,615,56,236
77: 682,288,120,248,422,143
78: 166,509,257,269,186,96,66
79: 336,429,40,341,287,130,755,145,87,188,259
80: 82,279,611,295,523,25,26,642,191
81: 413,356,419
82: 80,502,470,434,279,358,629,295
83: 445,494,446,88,486
84: 285,362,301
85: 445,601
86: 348,363,284,354,683,349,659
87: 74,651,239,578,627,40,228,450,145,425,336,79
88: 47,415,255,445,83
89: 172,170
90: 49,71,717,413,679,17,344,476
91: 363,328,188,365,181,640,6
92: 562
93: 313,153,237,735,721,754,197,692,249,418,449
94: 258,380,8,276,141,462
95: 181,640,344,476,102,343,750,500,150
96: 241,46,98,518,664,405,66,509,78,257
97: 25,161,125,618,338,8,315,276
98: 241,96
99: 636
100: 190,719,535,384,703,654
